Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap;Cumulative Score;Stage Rank;Cut Line;Overall Cumulative Score
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Roboute Guilliman;73700;Warhammer 40K - Imperium;1;166;0;397;29;1266;1285
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Worf;67335;Star Trek - Klingon-Romulan;1;227;0;450;4;1266;1323
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Luke Skywalker;91905;Star Wars - Jedi Order;1;209;0;434;8;1266;1269
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Mara Jade;88618;LucasArts Games - Jedi Knight Era;1;190;0;386;36;1266;1237
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Darth Vader;68024;Star Wars - Sith Empire;1;230;0;409;24;1266;1244
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;1;206;0;413;23;1266;1237
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Cersei Lannister;95962;Game of Thrones - Lannister-Crown;1;225;0;445;6;1266;1394
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;LeChuck;60463;LucasArts Games - Monkey Island & Legacy;1;215;0;419;18;1266;1236
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Emperor Palpatine;66049;Star Wars - Sith Empire;1;216;0;417;20;1266;1269
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Harbinger;69213;Mass Effect - Cerberus-Reapers;1;207;0;420;16;1266;1288
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Gowron;52847;Star Trek - Klingon-Romulan;1;210;0;426;12;1266;1296
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Feyd-Rautha;56698;Dune - Harkonnen-Sardaukar;1;197;0;393;32;1266;1255
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Obi-Wan Kenobi;57296;Star Wars - Jedi Order;1;217;0;398;28;1266;1177
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Paul Atreides;72298;Dune - House Atreides;1;195;0;399;27;1266;1217
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Indra;124470;Hindu Myth - Devas;1;235;0;448;5;1266;1349
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Odin;126765;Norse Myth - Aesir;1;232;0;491;2;1266;1394
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Zeus;139274;Greek Myth - Olympians;1;199;0;420;17;1266;1298
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Balor;139930;Celtic Myth - Fomorians;1;227;0;476;3;1266;1317
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;1;208;0;416;21;1266;1297
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Osiris;179670;Egyptian Myth - Underworld Powers;1;212;0;396;30;1266;1235
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;The Dagda;143101;Celtic Myth - Tuatha De Danann;1;208;0;418;19;1266;1266
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Cronus;174393;Greek Myth - Titans & Primordials;1;198;0;421;15;1266;1244
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Loki;150650;Norse Myth - Giants & Tricksters;1;212;0;426;13;1266;1263
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Marduk;188458;Mesopotamian Myth - Sky Kings;1;222;0;435;7;1266;1304
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Mahishasura;137200;Hindu Myth - Asuras;1;256;0;501;1;1266;1321
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Ravana;126986;Hindu Myth - Asuras;1;206;0;387;34;1266;1133
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Anubis;175219;Egyptian Myth - Underworld Powers;1;200;0;380;37;1266;1233
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Thor;151201;Norse Myth - Aesir;1;198;0;424;14;1266;1182
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Bastet;182554;Egyptian Myth - Solar Court;1;212;0;407;26;1266;1149
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Bres;112221;Celtic Myth - Fomorians;1;202;0;393;31;1266;1185
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Lugh;174647;Celtic Myth - Tuatha De Danann;1;164;0;361;39;1266;1199
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Fenrir;162230;Norse Myth - Giants & Tricksters;1;180;0;363;38;1266;1148
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Horus;174473;Egyptian Myth - Solar Court;1;158;0;347;40;1266;1103
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Athena;142739;Greek Myth - Olympians;1;182;0;386;35;1266;1248
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Gandalf;98265;Lord of the Rings - Free Peoples;2;207;0;615;25;1465;1489
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Harry Potter;52082;Harry Potter - Order of the Phoenix;2;211;0;640;11;1465;1529
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Guybrush Threepwood;99729;LucasArts Games - Monkey Island & Legacy;2;191;0;580;35;1465;1493
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Jean-Luc Picard;56338;Star Trek - Federation;2;202;0;635;13;1465;1476
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Illusive Man;86178;Mass Effect - Cerberus-Reapers;2;197;0;612;26;1465;1479
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Lord Voldemort;65247;Harry Potter - Death Eaters;2;198;0;629;14;1465;1435
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Roboute Guilliman;73700;Warhammer 40K - Imperium;2;177;0;574;36;1465;1462
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Worf;67335;Star Trek - Klingon-Romulan;2;219;0;669;5;1465;1542
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Luke Skywalker;91905;Star Wars - Jedi Order;2;213;0;647;7;1465;1482
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Mara Jade;88618;LucasArts Games - Jedi Knight Era;2;211;0;597;31;1465;1448
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Darth Vader;68024;Star Wars - Sith Empire;2;207;0;616;22;1465;1451
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;2;203;0;616;23;1465;1440
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Cersei Lannister;95962;Game of Thrones - Lannister-Crown;2;227;0;672;4;1465;1621
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;LeChuck;60463;LucasArts Games - Monkey Island & Legacy;2;204;0;623;18;1465;1440
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Emperor Palpatine;66049;Star Wars - Sith Empire;2;194;0;611;27;1465;1463
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Harbinger;69213;Mass Effect - Cerberus-Reapers;2;221;0;641;10;1465;1509
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Gowron;52847;Star Trek - Klingon-Romulan;2;201;0;627;16;1465;1497
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Feyd-Rautha;56698;Dune - Harkonnen-Sardaukar;2;197;0;590;33;1465;1452
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Obi-Wan Kenobi;57296;Star Wars - Jedi Order;2;183;0;581;34;1465;1360
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Paul Atreides;72298;Dune - House Atreides;2;200;0;599;30;1465;1417
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Indra;124470;Hindu Myth - Devas;2;211;0;659;6;1465;1560
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Odin;126765;Norse Myth - Aesir;2;245;0;736;2;1465;1639
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Zeus;139274;Greek Myth - Olympians;2;205;0;625;17;1465;1503
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Balor;139930;Celtic Myth - Fomorians;2;226;0;702;3;1465;1543
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;2;200;0;616;24;1465;1497
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Osiris;179670;Egyptian Myth - Underworld Powers;2;227;0;623;19;1465;1462
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;The Dagda;143101;Celtic Myth - Tuatha De Danann;2;218;0;636;12;1465;1484
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Cronus;174393;Greek Myth - Titans & Primordials;2;221;0;642;9;1465;1465
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Loki;150650;Norse Myth - Giants & Tricksters;2;202;0;628;15;1465;1465
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Marduk;188458;Mesopotamian Myth - Sky Kings;2;210;0;645;8;1465;1514
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Mahishasura;137200;Hindu Myth - Asuras;2;259;0;760;1;1465;1580
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Ravana;126986;Hindu Myth - Asuras;2;216;0;603;28;1465;1349
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Anubis;175219;Egyptian Myth - Underworld Powers;2;192;0;572;37;1465;1425
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Thor;151201;Norse Myth - Aesir;2;198;0;622;20;1465;1380
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Bastet;182554;Egyptian Myth - Solar Court;2;214;0;621;21;1465;1363
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Bres;112221;Celtic Myth - Fomorians;2;209;0;602;29;1465;1394
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Lugh;174647;Celtic Myth - Tuatha De Danann;2;186;0;547;38;1465;1385
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Fenrir;162230;Norse Myth - Giants & Tricksters;2;171;0;534;39;1465;1319
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Horus;174473;Egyptian Myth - Solar Court;2;185;0;532;40;1465;1288
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Athena;142739;Greek Myth - Olympians;2;206;0;592;32;1465;1454
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Gandalf;98265;Lord of the Rings - Free Peoples;3;210;0;825;23;1687;1699
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Harry Potter;52082;Harry Potter - Order of the Phoenix;3;215;0;855;8;1687;1744
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Guybrush Threepwood;99729;LucasArts Games - Monkey Island & Legacy;3;194;0;774;36;1687;1687
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Jean-Luc Picard;56338;Star Trek - Federation;3;216;0;851;12;1687;1692
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Illusive Man;86178;Mass Effect - Cerberus-Reapers;3;219;0;831;22;1687;1698
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Lord Voldemort;65247;Harry Potter - Death Eaters;3;204;0;833;20;1687;1639
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Roboute Guilliman;73700;Warhammer 40K - Imperium;3;218;0;792;33;1687;1680
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Worf;67335;Star Trek - Klingon-Romulan;3;209;0;878;6;1687;1751
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Luke Skywalker;91905;Star Wars - Jedi Order;3;234;0;881;5;1687;1716
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Mara Jade;88618;LucasArts Games - Jedi Knight Era;3;222;0;819;25;1687;1670
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Darth Vader;68024;Star Wars - Sith Empire;3;205;0;821;24;1687;1656
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;3;216;0;832;21;1687;1656
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Cersei Lannister;95962;Game of Thrones - Lannister-Crown;3;244;0;916;4;1687;1865
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;LeChuck;60463;LucasArts Games - Monkey Island & Legacy;3;215;0;838;19;1687;1655
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Emperor Palpatine;66049;Star Wars - Sith Empire;3;203;0;814;28;1687;1666
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Harbinger;69213;Mass Effect - Cerberus-Reapers;3;202;0;843;16;1687;1711
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Gowron;52847;Star Trek - Klingon-Romulan;3;214;0;841;18;1687;1711
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Feyd-Rautha;56698;Dune - Harkonnen-Sardaukar;3;213;0;803;31;1687;1665
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Obi-Wan Kenobi;57296;Star Wars - Jedi Order;3;195;0;776;34;1687;1555
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Paul Atreides;72298;Dune - House Atreides;3;208;0;807;29;1687;1625
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Indra;124470;Hindu Myth - Devas;3;189;0;848;14;1687;1749
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Odin;126765;Norse Myth - Aesir;3;241;0;977;2;1687;1880
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Zeus;139274;Greek Myth - Olympians;3;227;0;852;11;1687;1730
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Balor;139930;Celtic Myth - Fomorians;3;228;0;930;3;1687;1771
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;3;234;0;850;13;1687;1731
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Osiris;179670;Egyptian Myth - Underworld Powers;3;194;0;817;26;1687;1656
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;The Dagda;143101;Celtic Myth - Tuatha De Danann;3;218;0;854;9;1687;1702
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Cronus;174393;Greek Myth - Titans & Primordials;3;232;0;874;7;1687;1697
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Loki;150650;Norse Myth - Giants & Tricksters;3;224;0;852;10;1687;1689
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Marduk;188458;Mesopotamian Myth - Sky Kings;3;200;0;845;15;1687;1714
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Mahishasura;137200;Hindu Myth - Asuras;3;242;0;1002;1;1687;1822
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Ravana;126986;Hindu Myth - Asuras;3;240;0;843;17;1687;1589
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Anubis;175219;Egyptian Myth - Underworld Powers;3;197;0;769;37;1687;1622
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Thor;151201;Norse Myth - Aesir;3;194;0;816;27;1687;1574
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Bastet;182554;Egyptian Myth - Solar Court;3;185;0;806;30;1687;1548
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Bres;112221;Celtic Myth - Fomorians;3;196;0;798;32;1687;1590
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Lugh;174647;Celtic Myth - Tuatha De Danann;3;184;0;731;38;1687;1569
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Fenrir;162230;Norse Myth - Giants & Tricksters;3;186;0;720;39;1687;1505
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Horus;174473;Egyptian Myth - Solar Court;3;184;0;716;40;1687;1472
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Athena;142739;Greek Myth - Olympians;3;183;0;775;35;1687;1637
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Odin;126765;Norse Myth - Aesir;0;204;0;204;14;1969;2084
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Cersei Lannister;95962;Game of Thrones - Lannister-Crown;0;204;0;204;13;1969;2069
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mahishasura;137200;Hindu Myth - Asuras;0;199;0;199;16;1969;2021
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Balor;139930;Celtic Myth - Fomorians;0;198;0;198;17;1969;1969
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Worf;67335;Star Trek - Klingon-Romulan;0;212;0;212;7;1969;1963
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Indra;124470;Hindu Myth - Devas;0;157;0;157;20;1969;1906
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harry Potter;52082;Harry Potter - Order of the Phoenix;0;228;0;228;2;1969;1972
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;0;207;0;207;12;1969;1938
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Zeus;139274;Greek Myth - Olympians;0;225;0;225;3;1969;1955
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Luke Skywalker;91905;Star Wars - Jedi Order;0;241;0;241;1;1969;1957
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Marduk;188458;Mesopotamian Myth - Sky Kings;0;176;0;176;19;1969;1890
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Gowron;52847;Star Trek - Klingon-Romulan;0;208;0;208;10;1969;1919
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harbinger;69213;Mass Effect - Cerberus-Reapers;0;213;0;213;5;1969;1924
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;The Dagda;143101;Celtic Myth - Tuatha De Danann;0;208;0;208;11;1969;1910
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Gandalf;98265;Lord of the Rings - Free Peoples;0;203;0;203;15;1969;1902
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Illusive Man;86178;Mass Effect - Cerberus-Reapers;0;210;0;210;8;1969;1908
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Cronus;174393;Greek Myth - Titans & Primordials;0;186;0;186;18;1969;1883
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jean-Luc Picard;56338;Star Trek - Federation;0;213;0;213;6;1969;1905
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Loki;150650;Norse Myth - Giants & Tricksters;0;209;0;209;9;1969;1898
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Guybrush Threepwood;99729;LucasArts Games - Monkey Island & Legacy;0;223;0;223;4;1969;1910
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Odin;126765;Norse Myth - Aesir;1;208;0;412;14;2175;2292
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Cersei Lannister;95962;Game of Thrones - Lannister-Crown;1;215;0;419;9;2175;2284
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mahishasura;137200;Hindu Myth - Asuras;1;213;0;412;13;2175;2234
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Balor;139930;Celtic Myth - Fomorians;1;206;0;404;17;2175;2175
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Worf;67335;Star Trek - Klingon-Romulan;1;205;0;417;10;2175;2168
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Indra;124470;Hindu Myth - Devas;1;198;0;355;19;2175;2104
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harry Potter;52082;Harry Potter - Order of the Phoenix;1;247;0;475;1;2175;2219
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;1;216;0;423;8;2175;2154
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Zeus;139274;Greek Myth - Olympians;1;186;0;411;15;2175;2141
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Luke Skywalker;91905;Star Wars - Jedi Order;1;204;0;445;4;2175;2161
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Marduk;188458;Mesopotamian Myth - Sky Kings;1;179;0;355;20;2175;2069
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Gowron;52847;Star Trek - Klingon-Romulan;1;215;0;423;7;2175;2134
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harbinger;69213;Mass Effect - Cerberus-Reapers;1;200;0;413;11;2175;2124
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;The Dagda;143101;Celtic Myth - Tuatha De Danann;1;205;0;413;12;2175;2115
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Gandalf;98265;Lord of the Rings - Free Peoples;1;220;0;423;6;2175;2122
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Illusive Man;86178;Mass Effect - Cerberus-Reapers;1;237;0;447;3;2175;2145
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Cronus;174393;Greek Myth - Titans & Primordials;1;223;0;409;16;2175;2106
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jean-Luc Picard;56338;Star Trek - Federation;1;224;0;437;5;2175;2129
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Loki;150650;Norse Myth - Giants & Tricksters;1;185;0;394;18;2175;2083
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Guybrush Threepwood;99729;LucasArts Games - Monkey Island & Legacy;1;231;0;454;2;2175;2141
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Odin;126765;Norse Myth - Aesir;2;237;0;649;6;2408;2529
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Cersei Lannister;95962;Game of Thrones - Lannister-Crown;2;215;0;634;12;2408;2499
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mahishasura;137200;Hindu Myth - Asuras;2;188;0;600;18;2408;2422
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Balor;139930;Celtic Myth - Fomorians;2;229;0;633;13;2408;2404
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Worf;67335;Star Trek - Klingon-Romulan;2;204;0;621;17;2408;2372
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Indra;124470;Hindu Myth - Devas;2;188;0;543;19;2408;2292
25/26;2025-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harry Potter;52082;Harry Potter - Order of the Phoenix;2;206;0;681;2;2408;2425
